,status,value,date
2379,cases,831.0,2020-03-24
2380,cases,832.0,2020-03-24
2381,cases,833.0,2020-03-24
2382,cases,834.0,2020-03-24
2383,cases,835.0,2020-03-24
2384,cases,836.0,2020-03-24
2385,cases,837.0,2020-03-24
2386,cases,838.0,2020-03-24
2387,cases,839.0,2020-03-24
2388,cases,840.0,2020-03-24
2389,cases,841.0,2020-03-24
2390,cases,842.0,2020-03-24
2391,cases,843.0,2020-03-24
2392,cases,844.0,2020-03-24
2393,cases,845.0,2020-03-24
2394,cases,846.0,2020-03-24
2395,cases,847.0,2020-03-24
2396,cases,848.0,2020-03-24
2397,cases,849.0,2020-03-24
2398,cases,850.0,2020-03-24
2399,cases,851.0,2020-03-24
2400,cases,852.0,2020-03-24
2401,cases,853.0,2020-03-24
2402,cases,854.0,2020-03-24
2403,cases,855.0,2020-03-24
2404,cases,856.0,2020-03-24
2405,cases,857.0,2020-03-24
2406,cases,858.0,2020-03-24
2407,cases,859.0,2020-03-24
2408,cases,860.0,2020-03-24
2409,cases,861.0,2020-03-24
2410,cases,862.0,2020-03-24
2411,cases,863.0,2020-03-24
2412,cases,864.0,2020-03-24
2413,cases,865.0,2020-03-24
2414,cases,866.0,2020-03-24
2415,cases,867.0,2020-03-24
2416,cases,868.0,2020-03-24
2417,cases,869.0,2020-03-24
2418,cases,870.0,2020-03-24
2419,cases,871.0,2020-03-24
2420,cases,872.0,2020-03-24
2421,cases,873.0,2020-03-24
2422,cases,874.0,2020-03-24
2423,cases,875.0,2020-03-24
2424,cases,876.0,2020-03-24
2425,cases,877.0,2020-03-24
2426,cases,878.0,2020-03-24
2427,cases,879.0,2020-03-24
2428,cases,880.0,2020-03-24
2429,cases,881.0,2020-03-24
2430,cases,882.0,2020-03-24
2431,cases,883.0,2020-03-24
2432,cases,884.0,2020-03-24
2433,cases,885.0,2020-03-24
2434,cases,886.0,2020-03-24
2435,cases,887.0,2020-03-24
2436,cases,888.0,2020-03-24
2437,cases,889.0,2020-03-24
2438,cases,890.0,2020-03-24
2439,cases,891.0,2020-03-24
2440,cases,892.0,2020-03-24
2441,cases,893.0,2020-03-24
2442,cases,894.0,2020-03-24
2443,cases,895.0,2020-03-24
2444,cases,896.0,2020-03-24
2445,cases,897.0,2020-03-24
2446,cases,898.0,2020-03-24
2447,cases,899.0,2020-03-24
2448,cases,900.0,2020-03-24
2449,cases,901.0,2020-03-24
2450,cases,902.0,2020-03-24
2451,cases,903.0,2020-03-24
2452,cases,904.0,2020-03-24
2453,cases,905.0,2020-03-24
2454,cases,906.0,2020-03-24
2455,cases,907.0,2020-03-24
2456,cases,908.0,2020-03-24
2457,cases,909.0,2020-03-24
2458,cases,910.0,2020-03-24
2459,cases,911.0,2020-03-24
2460,cases,912.0,2020-03-24
2461,cases,913.0,2020-03-24
2462,cases,914.0,2020-03-24
2463,cases,915.0,2020-03-24
2464,cases,916.0,2020-03-24
2465,cases,917.0,2020-03-24
2466,cases,918.0,2020-03-24
2467,cases,919.0,2020-03-24
2468,cases,920.0,2020-03-24
2469,cases,921.0,2020-03-24
2470,cases,922.0,2020-03-24
2471,cases,923.0,2020-03-24
2472,cases,924.0,2020-03-24
2473,cases,925.0,2020-03-24
2474,cases,926.0,2020-03-24
2475,cases,927.0,2020-03-24
2476,cases,928.0,2020-03-24
2477,cases,929.0,2020-03-24
2478,cases,930.0,2020-03-24
2479,cases,931.0,2020-03-24
2480,cases,932.0,2020-03-24
2481,cases,933.0,2020-03-24
2482,cases,934.0,2020-03-24
2483,cases,935.0,2020-03-24
2484,cases,936.0,2020-03-24
2485,cases,937.0,2020-03-24
2486,cases,938.0,2020-03-24
2487,cases,939.0,2020-03-24
2488,cases,940.0,2020-03-24
2489,cases,941.0,2020-03-24
2490,cases,942.0,2020-03-24
2491,cases,943.0,2020-03-24
2492,cases,944.0,2020-03-24
2493,cases,945.0,2020-03-24
2494,cases,946.0,2020-03-24
2495,cases,947.0,2020-03-24
2496,cases,948.0,2020-03-24
2497,cases,949.0,2020-03-24
2498,cases,950.0,2020-03-24
2499,cases,951.0,2020-03-24
2500,cases,952.0,2020-03-24
2501,cases,953.0,2020-03-24
2502,cases,954.0,2020-03-24
2503,cases,955.0,2020-03-24
2504,cases,956.0,2020-03-24
2505,cases,957.0,2020-03-24
2506,cases,958.0,2020-03-24
2507,cases,959.0,2020-03-24
2508,cases,960.0,2020-03-24
2509,cases,961.0,2020-03-24
2510,cases,962.0,2020-03-24
2511,cases,963.0,2020-03-24
2512,cases,964.0,2020-03-24
2513,cases,965.0,2020-03-24
2514,cases,966.0,2020-03-24
2515,cases,967.0,2020-03-24
2516,cases,968.0,2020-03-24
2517,cases,969.0,2020-03-24
2518,cases,970.0,2020-03-24
2519,cases,971.0,2020-03-24
2520,cases,972.0,2020-03-24
2521,cases,973.0,2020-03-24
2522,cases,974.0,2020-03-24
2523,cases,975.0,2020-03-24
2524,cases,976.0,2020-03-24
2525,cases,977.0,2020-03-24
2526,cases,978.0,2020-03-24
2527,cases,979.0,2020-03-24
2528,cases,980.0,2020-03-24
2529,cases,981.0,2020-03-24
2530,cases,982.0,2020-03-24
2531,cases,983.0,2020-03-24
2532,cases,984.0,2020-03-24
2533,cases,985.0,2020-03-24
2534,cases,986.0,2020-03-24
2535,cases,987.0,2020-03-24
2536,cases,988.0,2020-03-24
2537,cases,989.0,2020-03-24
2538,cases,990.0,2020-03-24
2539,cases,991.0,2020-03-24
2540,cases,992.0,2020-03-24
2541,cases,993.0,2020-03-24
2542,cases,994.0,2020-03-24
2543,cases,995.0,2020-03-24
2544,cases,996.0,2020-03-24
2545,cases,997.0,2020-03-24
2546,cases,998.0,2020-03-24
2547,cases,999.0,2020-03-24
2548,cases,1000.0,2020-03-24
2549,cases,1001.0,2020-03-24
2550,cases,1002.0,2020-03-24
2551,cases,1003.0,2020-03-24
2552,cases,1004.0,2020-03-24
2553,cases,1005.0,2020-03-24
2554,cases,1006.0,2020-03-24
2555,cases,1007.0,2020-03-24
2556,cases,1008.0,2020-03-24
2557,cases,1009.0,2020-03-24
2558,cases,1010.0,2020-03-24
2559,cases,1011.0,2020-03-24
2560,cases,1012.0,2020-03-24
2561,cases,1013.0,2020-03-24
2923,cases,1014.0,2020-03-25
2924,cases,1015.0,2020-03-25
2925,cases,1016.0,2020-03-25
2926,cases,1017.0,2020-03-25
2927,cases,1018.0,2020-03-25
2928,cases,1019.0,2020-03-25
2929,cases,1020.0,2020-03-25
2930,cases,1021.0,2020-03-25
2931,cases,1022.0,2020-03-25
2932,cases,1023.0,2020-03-25
2933,cases,1024.0,2020-03-25
2934,cases,1025.0,2020-03-25
2935,cases,1026.0,2020-03-25
2936,cases,1027.0,2020-03-25
2937,cases,1028.0,2020-03-25
2938,cases,1029.0,2020-03-25
2939,cases,1030.0,2020-03-25
2940,cases,1031.0,2020-03-25
2941,cases,1032.0,2020-03-24
2942,cases,1033.0,2020-03-24
2943,cases,1034.0,2020-03-24
2944,cases,1035.0,2020-03-24
2945,cases,1036.0,2020-03-24
2946,cases,1037.0,2020-03-24
2947,cases,1038.0,2020-03-24
2948,cases,1039.0,2020-03-24
2949,cases,1040.0,2020-03-24
2950,cases,1041.0,2020-03-24
2951,cases,1042.0,2020-03-24
2952,cases,1043.0,2020-03-24
2953,cases,1044.0,2020-03-24
2954,cases,1045.0,2020-03-24
2955,cases,1046.0,2020-03-24
2956,cases,1047.0,2020-03-24
2957,cases,1048.0,2020-03-24
2958,cases,1049.0,2020-03-24
2959,cases,1050.0,2020-03-24
2960,cases,1051.0,2020-03-24
2961,cases,1052.0,2020-03-24
2962,cases,1053.0,2020-03-24
2963,cases,1054.0,2020-03-24
2964,cases,1055.0,2020-03-24
2965,cases,1056.0,2020-03-24
2966,cases,1057.0,2020-03-24
2967,cases,1058.0,2020-03-25
2968,cases,1059.0,2020-03-25
2969,cases,1060.0,2020-03-25
2970,cases,1061.0,2020-03-25
2971,cases,1062.0,2020-03-25
2972,cases,1063.0,2020-03-25
2973,cases,1064.0,2020-03-25
2974,cases,1065.0,2020-03-25
2975,cases,1066.0,2020-03-25
2976,cases,1067.0,2020-03-25
2977,cases,1068.0,2020-03-25
2978,cases,1069.0,2020-03-25
2979,cases,1070.0,2020-03-25
2980,cases,1071.0,2020-03-25
2981,cases,1072.0,2020-03-25
2982,cases,1073.0,2020-03-25
2983,cases,1074.0,2020-03-25
2984,cases,1075.0,2020-03-25
2985,cases,1076.0,2020-03-25
2986,cases,1077.0,2020-03-25
2987,cases,1078.0,2020-03-25
2988,cases,1079.0,2020-03-25
2989,cases,1080.0,2020-03-25
2990,cases,1081.0,2020-03-25
2991,cases,1082.0,2020-03-25
2992,cases,1083.0,2020-03-25
2993,cases,1084.0,2020-03-25
2994,cases,1085.0,2020-03-25
2995,cases,1086.0,2020-03-25
2996,cases,1087.0,2020-03-25
2997,cases,1088.0,2020-03-25
2998,cases,1089.0,2020-03-25
2999,cases,1090.0,2020-03-25
3000,cases,1091.0,2020-03-25
3001,cases,1092.0,2020-03-25
3002,cases,1093.0,2020-03-25
3003,cases,1094.0,2020-03-25
3004,cases,1095.0,2020-03-25
3005,cases,1096.0,2020-03-25
3006,cases,1097.0,2020-03-25
3007,cases,1098.0,2020-03-25
3008,cases,1099.0,2020-03-25
3009,cases,1100.0,2020-03-25
3010,cases,1101.0,2020-03-25
3011,cases,1102.0,2020-03-25
3012,cases,1103.0,2020-03-25
3013,cases,1104.0,2020-03-25
3014,cases,1105.0,2020-03-25
3015,cases,1106.0,2020-03-25
3016,cases,1107.0,2020-03-25
3017,cases,1108.0,2020-03-25
3018,cases,1109.0,2020-03-25
3019,cases,1110.0,2020-03-25
3020,cases,1111.0,2020-03-25
3021,cases,1112.0,2020-03-25
3022,cases,1113.0,2020-03-25
3023,cases,1114.0,2020-03-25
3024,cases,1115.0,2020-03-25
3025,cases,1116.0,2020-03-25
3026,cases,1117.0,2020-03-25
3027,cases,1118.0,2020-03-25
3028,cases,1119.0,2020-03-25
3029,cases,1120.0,2020-03-25
3030,cases,1121.0,2020-03-25
3031,cases,1122.0,2020-03-25
3032,cases,1123.0,2020-03-25
3033,cases,1124.0,2020-03-25
3034,cases,1125.0,2020-03-25
3035,cases,1126.0,2020-03-25
3036,cases,1127.0,2020-03-25
3037,cases,1128.0,2020-03-25
3038,cases,1129.0,2020-03-25
3039,cases,1130.0,2020-03-25
3040,cases,1131.0,2020-03-25
3041,cases,1132.0,2020-03-25
3042,cases,1133.0,2020-03-25
3043,cases,1134.0,2020-03-25
3044,cases,1135.0,2020-03-25
3045,cases,1136.0,2020-03-25
3046,cases,1137.0,2020-03-25
3047,cases,1138.0,2020-03-25
3048,cases,1139.0,2020-03-25
3049,cases,1140.0,2020-03-25
3050,cases,1141.0,2020-03-25
3051,cases,1142.0,2020-03-25
3052,cases,1143.0,2020-03-25
3053,cases,1144.0,2020-03-25
3054,cases,1145.0,2020-03-25
3055,cases,1146.0,2020-03-25
3056,cases,1147.0,2020-03-25
3057,cases,1148.0,2020-03-25
3058,cases,1149.0,2020-03-25
3059,cases,1150.0,2020-03-25
3060,cases,1151.0,2020-03-25
3061,cases,1152.0,2020-03-25
3062,cases,1153.0,2020-03-25
3063,cases,1154.0,2020-03-25
3064,cases,1155.0,2020-03-25
3065,cases,1156.0,2020-03-25
3066,cases,1157.0,2020-03-25
3067,cases,1158.0,2020-03-25
3068,cases,1159.0,2020-03-25
3069,cases,1160.0,2020-03-25
3070,cases,1161.0,2020-03-25
3071,cases,1162.0,2020-03-25
3072,cases,1163.0,2020-03-25
3073,cases,1164.0,2020-03-25
3074,cases,1165.0,2020-03-25
3075,cases,1166.0,2020-03-25
3076,cases,1167.0,2020-03-25
3077,cases,1168.0,2020-03-25
3078,cases,1169.0,2020-03-25
3079,cases,1170.0,2020-03-25
3080,cases,1171.0,2020-03-25
3081,cases,1172.0,2020-03-25
3082,cases,1173.0,2020-03-25
3083,cases,1174.0,2020-03-25
3084,cases,1175.0,2020-03-25
3085,cases,1176.0,2020-03-24
3086,cases,1177.0,2020-03-25
3087,cases,1178.0,2020-03-25
3088,cases,1179.0,2020-03-25
3089,cases,1180.0,2020-03-25
3090,cases,1181.0,2020-03-25
3091,cases,1182.0,2020-03-25
3092,cases,1183.0,2020-03-25
3093,cases,1184.0,2020-03-25
3094,cases,1185.0,2020-03-25
3095,cases,1186.0,2020-03-25
3096,cases,1187.0,2020-03-25
3097,cases,1188.0,2020-03-25
3098,cases,1189.0,2020-03-25
3099,cases,1190.0,2020-03-25
3100,cases,1191.0,2020-03-25
3101,cases,1192.0,2020-03-25
3102,cases,1193.0,2020-03-25
3103,cases,1194.0,2020-03-25
3104,cases,1195.0,2020-03-25
3105,cases,1196.0,2020-03-25
3106,cases,1197.0,2020-03-25
3107,cases,1198.0,2020-03-25
3108,cases,1199.0,2020-03-25
3109,cases,1200.0,2020-03-25
3110,cases,1201.0,2020-03-25
3111,cases,1202.0,2020-03-25
3112,cases,1203.0,2020-03-25
3113,cases,1204.0,2020-03-25
3114,cases,1205.0,2020-03-25
3115,cases,1206.0,2020-03-25
3116,cases,1207.0,2020-03-25
3117,cases,1208.0,2020-03-25
3118,cases,1209.0,2020-03-25
3119,cases,1210.0,2020-03-25
3120,cases,1211.0,2020-03-25
3121,cases,1212.0,2020-03-25
3122,cases,1213.0,2020-03-25
3123,cases,1214.0,2020-03-25
3124,cases,1215.0,2020-03-25
3125,cases,1216.0,2020-03-25
3126,cases,1217.0,2020-03-25
3127,cases,1218.0,2020-03-25
3128,cases,1219.0,2020-03-25
3129,cases,1220.0,2020-03-25
3130,cases,1221.0,2020-03-25
3131,cases,1222.0,2020-03-25
3132,cases,1223.0,2020-03-25
3133,cases,1224.0,2020-03-25
3134,cases,1225.0,2020-03-25
3135,cases,1226.0,2020-03-25
3136,cases,1227.0,2020-03-25
3137,cases,1228.0,2020-03-25
3138,cases,1229.0,2020-03-25
3139,cases,1230.0,2020-03-25
3140,cases,1231.0,2020-03-25
3141,cases,1232.0,2020-03-25
3142,cases,1233.0,2020-03-25
3143,cases,1234.0,2020-03-25
3144,cases,1235.0,2020-03-25
3145,cases,1236.0,2020-03-25
3146,cases,1237.0,2020-03-25
3147,cases,1238.0,2020-03-25
3148,cases,1239.0,2020-03-25
3149,cases,1240.0,2020-03-25
3150,cases,1241.0,2020-03-25
3151,cases,1242.0,2020-03-25
3152,cases,1243.0,2020-03-25
3153,cases,1244.0,2020-03-25
3154,cases,1245.0,2020-03-25
3155,cases,1246.0,2020-03-25
3156,cases,1247.0,2020-03-25
3157,cases,1248.0,2020-03-25
3158,cases,1249.0,2020-03-25
3159,cases,1250.0,2020-03-25
3160,cases,1251.0,2020-03-25
3161,cases,1252.0,2020-03-25
3162,cases,1253.0,2020-03-25
3163,cases,1254.0,2020-03-25
3164,cases,1255.0,2020-03-25
3165,cases,1256.0,2020-03-25
3166,cases,1257.0,2020-03-25
3167,cases,1258.0,2020-03-25
3168,cases,1259.0,2020-03-25
3169,cases,1260.0,2020-03-25
3170,cases,1261.0,2020-03-25
3171,cases,1262.0,2020-03-25
3172,cases,1263.0,2020-03-25
3173,cases,1264.0,2020-03-25
3174,cases,1265.0,2020-03-25
3175,cases,1266.0,2020-03-25
3176,cases,1267.0,2020-03-25
3177,cases,1268.0,2020-03-25
3178,cases,1269.0,2020-03-25
3179,cases,1270.0,2020-03-25
3180,cases,1271.0,2020-03-25
3181,cases,1272.0,2020-03-25
3182,cases,1273.0,2020-03-25
3183,cases,1274.0,2020-03-25
3184,cases,1275.0,2020-03-25
3185,cases,1276.0,2020-03-25
3186,cases,1277.0,2020-03-25
3187,cases,1278.0,2020-03-25
3188,cases,1279.0,2020-03-25
3189,cases,1280.0,2020-03-25
3190,cases,1281.0,2020-03-25
3191,cases,1282.0,2020-03-25
3192,cases,1283.0,2020-03-25
3193,cases,1284.0,2020-03-25
3194,cases,1285.0,2020-03-25
3195,cases,1286.0,2020-03-25
3196,cases,1287.0,2020-03-25
3197,cases,1288.0,2020-03-25
3198,cases,1289.0,2020-03-25
3199,cases,1290.0,2020-03-25
3200,cases,1291.0,2020-03-25
3201,cases,1292.0,2020-03-25
3202,cases,1293.0,2020-03-25
3203,cases,1294.0,2020-03-25
3204,cases,1295.0,2020-03-25
3205,cases,1296.0,2020-03-25
3206,cases,1297.0,2020-03-25
3207,cases,1298.0,2020-03-25
3208,cases,1299.0,2020-03-25
3209,cases,1300.0,2020-03-25
3210,cases,1301.0,2020-03-25
3211,cases,1302.0,2020-03-25
3212,cases,1303.0,2020-03-25
3213,cases,1304.0,2020-03-25
3214,cases,1305.0,2020-03-25
3215,cases,1306.0,2020-03-25
3216,cases,1307.0,2020-03-25
3217,cases,1308.0,2020-03-25
3218,cases,1309.0,2020-03-25
3219,cases,1310.0,2020-03-25
3220,cases,1311.0,2020-03-25
3221,cases,1312.0,2020-03-25
3222,cases,1313.0,2020-03-25
3223,cases,1314.0,2020-03-25
3224,cases,1315.0,2020-03-25
3225,cases,1316.0,2020-03-25
3226,cases,1317.0,2020-03-25
3227,cases,1318.0,2020-03-25
3228,cases,1319.0,2020-03-25
3229,cases,1320.0,2020-03-25
3230,cases,1321.0,2020-03-25
3231,cases,1322.0,2020-03-25
3232,cases,1323.0,2020-03-25
3233,cases,1324.0,2020-03-25
3234,cases,1325.0,2020-03-25
3235,cases,1326.0,2020-03-25
3236,cases,1327.0,2020-03-25
3237,cases,1328.0,2020-03-25
3238,cases,1329.0,2020-03-25
3239,cases,1330.0,2020-03-25
3240,cases,1331.0,2020-03-25
3241,cases,1332.0,2020-03-25
3242,cases,1333.0,2020-03-25
3243,cases,1334.0,2020-03-25
3244,cases,1335.0,2020-03-25
3245,cases,1336.0,2020-03-25
3246,cases,1337.0,2020-03-25
3247,cases,1338.0,2020-03-25
3248,cases,1339.0,2020-03-25
3585,cases,1340.0,2020-03-26
3586,cases,1341.0,2020-03-26
3587,cases,1342.0,2020-03-26
3588,cases,1343.0,2020-03-26
3589,cases,1344.0,2020-03-26
3590,cases,1345.0,2020-03-26
3591,cases,1346.0,2020-03-26
3592,cases,1347.0,2020-03-26
3593,cases,1348.0,2020-03-26
3594,cases,1349.0,2020-03-26
3595,cases,1350.0,2020-03-26
3596,cases,1351.0,2020-03-26
3597,cases,1352.0,2020-03-26
3598,cases,1353.0,2020-03-26
3599,cases,1354.0,2020-03-26
3600,cases,1355.0,2020-03-26
3601,cases,1356.0,2020-03-26
3602,cases,1357.0,2020-03-26
3603,cases,1358.0,2020-03-26
3604,cases,1359.0,2020-03-26
3605,cases,1360.0,2020-03-26
3606,cases,1361.0,2020-03-26
3607,cases,1362.0,2020-03-26
3608,cases,1363.0,2020-03-26
3609,cases,1364.0,2020-03-26
3610,cases,1365.0,2020-03-26
3611,cases,1366.0,2020-03-26
3612,cases,1367.0,2020-03-26
3613,cases,1368.0,2020-03-26
3614,cases,1369.0,2020-03-26
3615,cases,1370.0,2020-03-26
3616,cases,1371.0,2020-03-26
3617,cases,1372.0,2020-03-26
3618,cases,1373.0,2020-03-26
3619,cases,1374.0,2020-03-26
3620,cases,1375.0,2020-03-26
3621,cases,1376.0,2020-03-26
3622,cases,1377.0,2020-03-26
3623,cases,1378.0,2020-03-26
3624,cases,1379.0,2020-03-26
3625,cases,1380.0,2020-03-26
3626,cases,1381.0,2020-03-26
3627,cases,1382.0,2020-03-26
3628,cases,1383.0,2020-03-26
3629,cases,1384.0,2020-03-26
3630,cases,1385.0,2020-03-26
3631,cases,1386.0,2020-03-26
3632,cases,1387.0,2020-03-26
3633,cases,1388.0,2020-03-26
3634,cases,1389.0,2020-03-26
3635,cases,1390.0,2020-03-26
3636,cases,1391.0,2020-03-26
3637,cases,1392.0,2020-03-26
3638,cases,1393.0,2020-03-26
3639,cases,1394.0,2020-03-26
3640,cases,1395.0,2020-03-26
3641,cases,1396.0,2020-03-26
3642,cases,1397.0,2020-03-26
3643,cases,1398.0,2020-03-26
3644,cases,1399.0,2020-03-26
3645,cases,1400.0,2020-03-26
3646,cases,1401.0,2020-03-26
3647,cases,1402.0,2020-03-26
3648,cases,1403.0,2020-03-26
3649,cases,1404.0,2020-03-26
3650,cases,1405.0,2020-03-26
3651,cases,1406.0,2020-03-26
3652,cases,1407.0,2020-03-26
3653,cases,1408.0,2020-03-26
3654,cases,1409.0,2020-03-26
3655,cases,1410.0,2020-03-26
3656,cases,1411.0,2020-03-26
3657,cases,1412.0,2020-03-26
3658,cases,1413.0,2020-03-26
3659,cases,1414.0,2020-03-26
3660,cases,1415.0,2020-03-26
3661,cases,1416.0,2020-03-26
3662,cases,1417.0,2020-03-26
3663,cases,1418.0,2020-03-26
3664,cases,1419.0,2020-03-26
3665,cases,1420.0,2020-03-26
3666,cases,1421.0,2020-03-26
3667,cases,1422.0,2020-03-26
3668,cases,1423.0,2020-03-26
3669,cases,1424.0,2020-03-26
3670,cases,1425.0,2020-03-26
3671,cases,1426.0,2020-03-26
3672,cases,1427.0,2020-03-26
3673,cases,1428.0,2020-03-26
3674,cases,1429.0,2020-03-26
3675,cases,1430.0,2020-03-26
3676,cases,1431.0,2020-03-26
3677,cases,1432.0,2020-03-26
3678,cases,1433.0,2020-03-26
3679,cases,1434.0,2020-03-26
3680,cases,1435.0,2020-03-26
3681,cases,1436.0,2020-03-26
3682,cases,1437.0,2020-03-26
3683,cases,1438.0,2020-03-26
3684,cases,1439.0,2020-03-26
3685,cases,1440.0,2020-03-26
3686,cases,1441.0,2020-03-26
3687,cases,1442.0,2020-03-26
3688,cases,1443.0,2020-03-26
3689,cases,1444.0,2020-03-26
3690,cases,1445.0,2020-03-26
3691,cases,1446.0,2020-03-26
3692,cases,1447.0,2020-03-26
3693,cases,1448.0,2020-03-26
3694,cases,1449.0,2020-03-26
3695,cases,1450.0,2020-03-26
3696,cases,1451.0,2020-03-26
3697,cases,1452.0,2020-03-26
3698,cases,1453.0,2020-03-26
3699,cases,1454.0,2020-03-26
3700,cases,1455.0,2020-03-26
3701,cases,1456.0,2020-03-26
3702,cases,1457.0,2020-03-26
3703,cases,1458.0,2020-03-26
3704,cases,1459.0,2020-03-26
3705,cases,1460.0,2020-03-26
3706,cases,1461.0,2020-03-26
3707,cases,1462.0,2020-03-26
3708,cases,1463.0,2020-03-26
3709,cases,1464.0,2020-03-26
3710,cases,1465.0,2020-03-26
3711,cases,1466.0,2020-03-26
3712,cases,1467.0,2020-03-26
3713,cases,1468.0,2020-03-26
3714,cases,1469.0,2020-03-26
3715,cases,1470.0,2020-03-26
3716,cases,1471.0,2020-03-26
3717,cases,1472.0,2020-03-26
3718,cases,1473.0,2020-03-26
3719,cases,1474.0,2020-03-26
3720,cases,1475.0,2020-03-26
3721,cases,1476.0,2020-03-26
3722,cases,1477.0,2020-03-26
3723,cases,1478.0,2020-03-26
3724,cases,1479.0,2020-03-26
3725,cases,1480.0,2020-03-26
3726,cases,1481.0,2020-03-26
3727,cases,1482.0,2020-03-26
3728,cases,1483.0,2020-03-26
3729,cases,1484.0,2020-03-26
3730,cases,1485.0,2020-03-26
3731,cases,1486.0,2020-03-26
3732,cases,1487.0,2020-03-26
3733,cases,1488.0,2020-03-26
3734,cases,1489.0,2020-03-26
3735,cases,1490.0,2020-03-26
3736,cases,1491.0,2020-03-26
3737,cases,1492.0,2020-03-26
3738,cases,1493.0,2020-03-26
3739,cases,1494.0,2020-03-26
3740,cases,1495.0,2020-03-26
3741,cases,1496.0,2020-03-26
3742,cases,1497.0,2020-03-26
3743,cases,1498.0,2020-03-26
3744,cases,1499.0,2020-03-26
3745,cases,1500.0,2020-03-26
3746,cases,1501.0,2020-03-26
3747,cases,1502.0,2020-03-26
3748,cases,1503.0,2020-03-26
3749,cases,1504.0,2020-03-26
3750,cases,1505.0,2020-03-26
3751,cases,1506.0,2020-03-26
3752,cases,1507.0,2020-03-26
3753,cases,1508.0,2020-03-26
3754,cases,1509.0,2020-03-26
3755,cases,1510.0,2020-03-26
3756,cases,1511.0,2020-03-26
3757,cases,1512.0,2020-03-26
3758,cases,1513.0,2020-03-26
3759,cases,1514.0,2020-03-26
3760,cases,1515.0,2020-03-26
3761,cases,1516.0,2020-03-26
3762,cases,1517.0,2020-03-26
3763,cases,1518.0,2020-03-26
3764,cases,1519.0,2020-03-26
3765,cases,1520.0,2020-03-26
3766,cases,1521.0,2020-03-26
3767,cases,1522.0,2020-03-26
3768,cases,1523.0,2020-03-26
3769,cases,1524.0,2020-03-26
3770,cases,1525.0,2020-03-26
3771,cases,1526.0,2020-03-26
3772,cases,1527.0,2020-03-26
3773,cases,1528.0,2020-03-26
3774,cases,1529.0,2020-03-26
3775,cases,1530.0,2020-03-26
3776,cases,1531.0,2020-03-26
3777,cases,1532.0,2020-03-26
3778,cases,1533.0,2020-03-26
3779,cases,1534.0,2020-03-26
3780,cases,1535.0,2020-03-26
3781,cases,1536.0,2020-03-26
3782,cases,1537.0,2020-03-26
3783,cases,1538.0,2020-03-26
3784,cases,1539.0,2020-03-26
3785,cases,1540.0,2020-03-26
3786,cases,1541.0,2020-03-26
3787,cases,1542.0,2020-03-26
3788,cases,1543.0,2020-03-26
3789,cases,1544.0,2020-03-26
3790,cases,1545.0,2020-03-26
3791,cases,1546.0,2020-03-26
3792,cases,1547.0,2020-03-26
3793,cases,1548.0,2020-03-26
3794,cases,1549.0,2020-03-26
3795,cases,1550.0,2020-03-26
3796,cases,1551.0,2020-03-26
3797,cases,1552.0,2020-03-26
3798,cases,1553.0,2020-03-26
3799,cases,1554.0,2020-03-26
3800,cases,1555.0,2020-03-26
3801,cases,1556.0,2020-03-26
3802,cases,1557.0,2020-03-26
3803,cases,1558.0,2020-03-26
3804,cases,1559.0,2020-03-26
3805,cases,1560.0,2020-03-26
3806,cases,1561.0,2020-03-26
3807,cases,1562.0,2020-03-26
3808,cases,1563.0,2020-03-26
3809,cases,1564.0,2020-03-26
3810,cases,1565.0,2020-03-26
3811,cases,1566.0,2020-03-26
3812,cases,1567.0,2020-03-26
3813,cases,1568.0,2020-03-26
3814,cases,1569.0,2020-03-26
3815,cases,1570.0,2020-03-26
3816,cases,1571.0,2020-03-26
3817,cases,1572.0,2020-03-26
3818,cases,1573.0,2020-03-26
3819,cases,1574.0,2020-03-26
3820,cases,1575.0,2020-03-26
3821,cases,1576.0,2020-03-26
3822,cases,1577.0,2020-03-26
3823,cases,1578.0,2020-03-26
3824,cases,1579.0,2020-03-26
3825,cases,1580.0,2020-03-26
3826,cases,1581.0,2020-03-26
3827,cases,1582.0,2020-03-26
3828,cases,1583.0,2020-03-26
3829,cases,1584.0,2020-03-26
3830,cases,1585.0,2020-03-26
3831,cases,1586.0,2020-03-26
3832,cases,1587.0,2020-03-26
3833,cases,1588.0,2020-03-26
3834,cases,1589.0,2020-03-26
3835,cases,1590.0,2020-03-26
3836,cases,1591.0,2020-03-26
3837,cases,1592.0,2020-03-26
3838,cases,1593.0,2020-03-26
3839,cases,1594.0,2020-03-26
3840,cases,1595.0,2020-03-26
3841,cases,1596.0,2020-03-26
3842,cases,1597.0,2020-03-26
3843,cases,1598.0,2020-03-26
3844,cases,1599.0,2020-03-26
3845,cases,1600.0,2020-03-26
3846,cases,1601.0,2020-03-26
3847,cases,1602.0,2020-03-26
3848,cases,1603.0,2020-03-26
3849,cases,1604.0,2020-03-26
3850,cases,1605.0,2020-03-26
3851,cases,1606.0,2020-03-26
3852,cases,1607.0,2020-03-26
3853,cases,1608.0,2020-03-26
3854,cases,1609.0,2020-03-26
3855,cases,1610.0,2020-03-26
3856,cases,1611.0,2020-03-26
3857,cases,1612.0,2020-03-26
3858,cases,1613.0,2020-03-26
3859,cases,1614.0,2020-03-26
3860,cases,1615.0,2020-03-26
3861,cases,1616.0,2020-03-26
